celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,norm_name,success_score,week1_total,week2_total,week3_total,mean_judge_w1_3,fan_w1,fan_w2,fan_w3,mean_fan_w1_3,judge_slope,fan_slope,age,industry,partner,country,homestate,industry_b,partner_b
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7.0,6.0,6.0,,6.0,6.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,8.5,8.5,9.0,9.0,9.0,,9.5,9.5,9.5,,lauren alaina,0.7272727272727273,19.0,19.0,20.0,19.333333333333332,0.1283373050843543,0.1280119628053548,0.1294709751108037,0.12860674766683758,0.4999999999999985,0.0005668350132246902,24,Singer/Rapper,Gleb Savchenko,United States,Georgia,Singer/Rapper,Other
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5.0,5.0,6.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,9.5,10.0,,10.0,10.0,10.0,,ally brooke,0.8181818181818181,16.0,20.0,24.0,20.0,0.083641333901101,0.0855213007851883,0.0898059120867433,0.0863228489243442,3.9999999999999982,0.003082289092821144,26,Singer/Rapper,Sasha Farber,United States,Texas,Singer/Rapper,Other
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6.0,5.0,6.0,,7.0,5.0,7.0,,5.0,5.0,6.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,8.0,8.0,,8.5,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,karamo brown,0.36363636363636365,17.0,19.0,16.0,17.333333333333332,0.060946026618697,0.0607915250169759,0.0592183268386216,0.06031862615809817,-0.5000000000000009,-0.0008638498900377062,38,TV Personality,Jenna Johnson,United States,Texas,TV Personality,Other
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7.0,7.0,6.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,9.0,7.0,9.0,,8.0,8.0,8.0,,8.5,9.0,8.5,,10.6666,9.6666,10.6666,,9.0,8.5,9.0,9.0,9.0,9.0,9.0,,10.0,9.5,9.5,,hannah brown,1.0,20.0,24.0,21.0,21.666666666666668,0.1351644447768117,0.1525944147916247,0.1557893237809631,0.14784939444979983,0.5000000000000024,0.01031243950207571,24,TV Personality,Alan Bersten,United States,Alabama,TV Personality,Other
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,anne heche,0.1428571428571429,18.0,18.0,15.0,17.0,0.0727519605493014,0.0721558550931873,0.0663603825360088,0.07042273272616584,-1.499999999999999,-0.0031957890066463103,51,Actor/Actress,Keo Motsepe,United States,Ohio,Actor/Actress,Other
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6.0,6.0,6.0,,7.0,7.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,jesse metcalfe,0.2142857142857143,18.0,20.0,20.0,19.333333333333332,0.0686520061894109,0.0758996276450066,0.0767389379451083,0.0737635239265086,0.9999999999999978,0.004043465877848696,41,Actor/Actress,Sharna Burgess,United States,California,Actor/Actress,Sharna Burgess
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4.0,5.0,4.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,chrishell stause,0.5,13.0,18.0,22.0,17.666666666666668,0.0638233318695492,0.0633003846380579,0.0664718892482141,0.06453186858527372,4.499999999999999,0.0013242786893324446,39,Actor/Actress,Gleb Savchenko,United States,Kentucky,Actor/Actress,Other
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7.0,7.0,7.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,10.0,9.0,9.0,,8.0,8.0,8.0,,6.0,6.0,6.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,9.6666,9.6666,9.6666,,9.5,9.5,9.5,,0.0,0.0,0.0,,skai jackson,0.7142857142857143,21.0,15.0,18.0,18.0,0.1368455937171424,0.1153236529691121,0.1122636078688262,0.1214776181850269,-1.5000000000000029,-0.012290992924158098,18,Actor/Actress,Alan Bersten,United States,New York,Actor/Actress,Other
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,8.0,,9.6666,9.6666,9.6666,,8.6666,8.6666,8.6666,,9.5,10.0,9.5,,10.0,10.0,10.0,,justina machado,0.7857142857142857,21.0,21.0,19.0,20.333333333333332,0.0351908850690409,0.0410767779205529,0.0407516072330605,0.039006423407551435,-1.0000000000000002,0.002780361082009795,48,Actor/Actress,Sasha Farber,United States,Illinois,Actor/Actress,Other
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4.0,4.0,4.0,,5.0,5.0,5.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,charles oakley,0.0,12.0,15.0,,13.5,0.0429415204399078,0.0361880340218628,0.0250487342602884,0.03472609624068634,2.9999999999999982,-0.008946393089809705,56,Athlete,Emma Slater,United States,Ohio,Athlete,Emma Slater
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,veron davis,0.2857142857142857,17.0,18.0,22.0,19.0,0.0380987986369855,0.0377866297061769,0.0396798325832311,0.03852175364213117,2.4999999999999996,0.000790516973122804,36,Athlete,Peta Murgatroyd,United States,Washington D.C.,Athlete,Peta Murgatroyd
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,10.0,9.0,,7.0,8.0,7.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,johnny weir,0.6428571428571428,18.0,18.0,24.0,20.0,0.0449139965324607,0.0445459861285246,0.0485842815891652,0.04601475475005017,3.0,0.0018351425283522546,36,Athlete,Britt Stewart,United States,Pennsylvania,Athlete,Other
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7.0,7.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,,9.0,9.0,8.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.6666,9.6666,9.6666,,10.0,10.0,10.0,,10.0,10.0,10.0,,nev schulman,0.9285714285714286,20.0,21.0,24.0,21.666666666666668,0.0570024621080922,0.0665364759182697,0.0725683089074986,0.06536908231128684,1.9999999999999996,0.0077829233997032034,35,Producer,Jenna Johnson,United States,New York,Other,Other
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,7.6666,8.6666,8.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,aj mclean,0.5714285714285714,18.0,19.0,21.0,19.333333333333332,0.0510235014864576,0.0534289824412583,0.0550529771026118,0.05316848701010923,1.5000000000000004,0.0020147378080770974,42,Singer/Rapper,Cheryl Burke,United States,Florida,Singer/Rapper,Cheryl Burke
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,9.5,9.5,9.5,,nelly,0.8571428571428572,16.0,18.0,18.0,17.333333333333332,0.1226566547043488,0.1216516467218022,0.1184236920402724,0.12091066448880779,0.9999999999999994,-0.0021164813320382085,45,Singer/Rapper,Daniella Karagach,United States,Texas,Singer/Rapper,Other
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,6.0,7.0,7.0,,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,7.0,9.0,8.0,,9.0,10.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,kaitlyn bristowe,1.0,20.0,22.0,23.0,21.666666666666668,0.0857254021001936,0.1056465888986777,0.1130615460154606,0.10147784567144397,1.4999999999999971,0.013668071957633521,35,TV Personality,Artem Chigvintsev,Canada,Unknown,TV Personality,Other
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4.0,4.0,3.0,,6.0,5.0,5.0,,5.0,4.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,carole baskin,0.0714285714285714,11.0,16.0,12.0,13.0,0.0533575862159372,0.04747484059427,0.0412493886930781,0.04736060516776177,0.4999999999999993,-0.0060540987614295496,59,TV Personality,Pasha Pashkov,United States,Texas,TV Personality,Other
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6.0,7.0,6.0,,5.0,6.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,monica aldama,0.3571428571428571,19.0,16.0,21.0,18.666666666666668,0.0685010073017743,0.060948679144472,0.062801237906114,0.06408364145078677,0.9999999999999962,-0.002849884697830146,48,TV Personality,Valentin Chmerkovskiy,United States,Alabama,TV Personality,Valentin Chmerkovskiy
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,jeannie mai,0.4285714285714286,18.0,18.0,22.0,19.333333333333332,0.0585152930793968,0.0580358381587682,0.0609435760710612,0.05916490243640873,2.0000000000000013,0.0012141414958322023,41,TV Personality,Brandon Armstrong,United States,California,TV Personality,Other
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,martin kove,0.0,13.0,15.0,,14.0,0.0428528674141032,0.0382293455549349,0.032842221244195,0.03797481140441104,1.9999999999999982,-0.005005323084954103,75,Actor/Actress,Britt Stewart,United States,New York,Actor/Actress,Other
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,,6.5,6.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,brian austin green,0.1428571428571429,24.0,23.0,19.0,22.0,0.0497272153272465,0.0482061234579062,0.0476779181464886,0.04853708564388043,-2.5000000000000013,-0.0010246485903789495,48,Actor/Actress,Sharna Burgess,United States,California,Actor/Actress,Sharna Burgess
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,,9.0,9.5,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.5,9.5,9.5,9.5,10.5,10.5,10.5,10.5,8.5,9.5,9.0,9.0,0.0,0.0,0.0,0.0,,,,,melora hardin,0.6428571428571428,26.0,27.0,23.0,25.333333333333332,0.0384291039929805,0.0388341562544047,0.0395647864348376,0.0389426822274076,-1.4999999999999996,0.0005678412209285461,54,Actor/Actress,Artem Chigvintsev,United States,Texas,Actor/Actress,Other
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,,7.0,6.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,matt james,0.2142857142857143,24.0,22.0,20.0,22.0,0.0431621667408612,0.0414094936825053,0.0412605454285051,0.04194406861729053,-2.0000000000000004,-0.0009508106561780457,29,Athlete,Lindsay Arnold,United States,North Carolina,Athlete,Other
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,6.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,mike the miz mizanin,0.4285714285714286,24.0,26.0,22.0,24.0,0.0813812111378722,0.0813891246040233,0.082307869474241,0.0816927350720455,-0.9999999999999986,0.00046332916818439784,40,Athlete,Witney Carson,United States,Ohio,Athlete,Witney Carson
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,8.5,8.0,9.0,8.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,10.0,9.0,9.5,9.0,0.0,0.0,0.0,0.0,,,,,suni lee,0.7142857142857143,28.0,28.0,21.0,25.666666666666668,0.0824117349190213,0.0841499880404051,0.0844712794192927,0.08367766745957302,-3.5000000000000018,0.0010297722501356943,18,Athlete,Sasha Farber,United States,Minnesota,Athlete,Other
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7.0,4.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,,8.5,6.5,8.5,8.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,9.5,7.5,8.5,8.5,9.0,8.0,9.0,9.0,9.5,9.0,10.0,9.0,10.0,10.0,10.0,10.0,,,,,iman shumpert,1.0,21.0,25.0,19.0,21.666666666666668,0.1117088305381471,0.1105651723456907,0.1093536849432282,0.110542562609022,-0.9999999999999986,-0.0011775727974594652,31,Athlete,Daniella Karagach,United States,Illinois,Athlete,Other
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,7.5,6.5,7.5,7.5,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,9.5,9.5,10.0,10.0,9.0,9.0,9.0,9.0,8.5,9.0,9.5,9.5,9.5,9.5,,,,,cody rigsby,0.8571428571428572,24.0,24.0,18.0,22.0,0.0697732217595986,0.068345233600951,0.0670970363554345,0.06840516390532804,-2.999999999999999,-0.0013380927020820567,34,Fitness Instructor,Cheryl Burke,United States,California,Other,Cheryl Burke
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,7.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,,8.0,8.0,8.5,8.5,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,melanie c,0.2857142857142857,27.0,30.0,22.0,26.333333333333332,0.0526602862183263,0.0548998287864392,0.0555195545338135,0.054359889846193,-2.4999999999999996,0.0014296341577436002,47,Singer/Rapper,Gleb Savchenko,England,Unknown,Singer/Rapper,Other
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,6.0,5.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jimmie allen,0.5714285714285714,22.0,27.0,20.0,23.0,0.0659452072504127,0.0666402860462063,0.0664005836647003,0.06632869232043977,-1.0000000000000018,0.00022768820714380364,36,Singer/Rapper,Emma Slater,United States,Delaware,Singer/Rapper,Emma Slater
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,9.0,11.0,11.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,olivia jade,0.5,25.0,27.0,24.0,25.333333333333332,0.0644861910569716,0.0651658914612026,0.0668860057863669,0.06551269610151371,-0.5000000000000009,0.0011999073646976478,21,Social Media Personality,Valentin Chmerkovskiy,United States,California,Social Media Personality,Valentin Chmerkovskiy
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,8.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.5,9.5,10.5,10.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,jojo siwa,0.9285714285714286,29.0,31.0,24.0,28.0,0.0851767904822596,0.0897264391623146,0.0920948519913015,0.0889993605452919,-2.4999999999999982,0.003459030754520951,18,Social Media Personality,Jenna Johnson,United States,Nebraska,Social Media Personality,Other
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,christine chiu,0.0714285714285714,25.0,24.0,21.0,23.333333333333332,0.0641314120514823,0.0628188899305689,0.0630587374722738,0.063336346484775,-1.999999999999999,-0.0005363372896042619,38,TV Personality,Pasha Pashkov,Taiwan China,Unknown,TV Personality,Other
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,,7.0,7.0,8.0,7.5,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,kenya moore,0.3571428571428571,26.0,24.0,21.0,23.666666666666668,0.0951566171732445,0.0932091290235854,0.093565008926676,0.09397691837450196,-2.5000000000000027,-0.0007958041232842645,50,TV Personality,Brandon Armstrong,United States,Michigan,TV Personality,Other
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.5,8.5,8.5,8.5,10.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,9.5,10.0,10.0,10.0,9.5,10.0,9.5,10.0,,,,,amanda kloots,0.7857142857142857,28.0,32.0,24.0,28.0,0.0529971439374716,0.0564108980488613,0.0578999161786448,0.05576931938832589,-1.999999999999999,0.0024513861205866013,39,TV Personality,Alan Bersten,United States,Ohio,TV Personality,Other
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,5.0,4.0,4.0,5.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jason lewis,0.0,18.0,,,18.0,0.0395124147188224,0.0296753537617924,0.0,0.02306258949353827,,-0.0197562073594112,51,Actor/Actress,Peta Murgatroyd,United States,California,Actor/Actress,Peta Murgatroyd
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,cheryl ladd,0.1333333333333333,21.0,21.0,24.0,22.0,0.0567324624842905,0.0531286286697553,0.0523524834570333,0.054071191537026365,1.4999999999999996,-0.0021899895136286065,71,Actor/Actress,Louis van Amstel,United States,South Dakota,Actor/Actress,Other
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,selma blair,0.2666666666666667,28.0,28.0,28.0,28.0,0.0202379931535834,0.020399019621627,0.0209056361881084,0.020514216321106265,1.588821858078255e-15,0.0003338215172624984,50,Actor/Actress,Sasha Farber,United States,Michigan,Actor/Actress,Other
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,8.5,9.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,joseph baena,0.33333333333333337,23.0,24.0,29.0,25.333333333333332,0.0592763114361966,0.0572886786394715,0.059290382295033,0.058618457456900364,2.999999999999995,7.035429418188632e-06,24,Actor/Actress,Daniella Karagach,United States,California,Actor/Actress,Other
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,5.0,5.0,5.0,6.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,10.0,9.0,10.0,10.0,9.25,10.25,9.25,10.25,8.5,8.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,trevor donovan,0.6666666666666667,21.0,30.0,27.0,26.0,0.0671253490602048,0.0690964152446256,0.0701210251091865,0.0687809298046723,2.999999999999999,0.0014978380244908421,39,Actor/Actress,Emma Slater,United States,California,Actor/Actress,Emma Slater
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,8.125,8.125,8.625,8.625,9.0,8.0,8.0,9.0,9.0,8.5,9.5,9.5,10.0,9.0,10.0,10.0,9.0,8.0,9.0,8.5,0.0,0.0,0.0,0.0,,,,,daniel durant,0.7333333333333334,27.0,29.0,31.0,29.0,0.0952822816532569,0.097054919469058,0.1024367294578783,0.09825797686006439,1.9999999999999971,0.0035772239023106845,32,Actor/Actress,Britt Stewart,United States,Michigan,Actor/Actress,Other
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.125,10.125,10.125,10.625,8.0,9.0,8.0,9.0,9.5,9.0,9.5,10.0,11.25,11.25,11.25,11.25,9.5,9.0,9.0,9.0,9.5,9.5,9.5,9.5,,,,,wayne brady,0.8666666666666667,29.0,32.0,33.0,31.333333333333332,0.0661827010692252,0.0695729719633793,0.0748861341287822,0.07021393572046224,1.9999999999999971,0.004351716529778502,50,Comedian,Witney Carson,United States,Georgia,Comedian,Witney Carson
