celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_judge_total,week2_judge_total,week3_judge_total,week4_judge_total,week5_judge_total,week6_judge_total,week7_judge_total,week8_judge_total,week9_judge_total,week10_judge_total,week11_judge_total,weeks_danced,judge_avg_week_total,judge_sum_week_total,judge_max_week_total,judge_avg_first3_total,season_cast_size,placement_pct,edits_total_to_cutoff,log_edits,wiki_title,pageid,has_wiki_ok
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,9.0,8.5,9.0,,8.5,8.5,9.0,,10.8333,11.3333,11.3333,,9.3333,9.3333,9.3333,,,,,,20.0,23.0,27.0,29.0,24.0,29.0,26.5,26.0,33.4999,27.999899999999997,,10,26.59998,265.9998,33.4999,23.333333333333332,12,0.18181818181818182,807.0,6.694562058521095,Ricki Lake,250943.0,True
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,8.0,7.0,7.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,10.0,9.0,10.0,,8.5,7.5,8.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,9.3333,9.1666,9.6666,,,,,,22.0,22.0,26.0,26.0,28.0,29.0,24.0,30.0,28.0,28.1665,,10,26.31665,263.1665,30.0,23.333333333333332,12,0.0,64.0,4.174387269895637,J. R. Martinez,20664185.0,True
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,5.0,4.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,14.0,14.0,14.0,14.0,12,1.0,,,,,False
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,8.5,8.0,8.5,,8.5,9.0,8.5,,8.1666,8.1666,8.1666,,0.0,0.0,0.0,,,,,,21.0,19.0,24.0,24.0,24.0,20.0,25.0,26.0,24.4998,0.0,,9,23.055533333333333,207.4998,26.0,21.333333333333332,12,0.2727272727272727,549.0,6.309918278226516,Hope Solo,8322947.0,True
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,22.0,21.0,26.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,22.5,90.0,26.0,23.0,12,0.7272727272727273,228.0,5.43372200355424,Chynna Phillips,705751.0,True
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,21.666666666666668,65.0,24.0,21.666666666666668,12,0.8181818181818182,1958.0,7.580189417944541,Kristin Cavallari,3169910.0,True
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,6.0,5.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,7.0,6.0,7.0,,6.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,17.0,18.0,23.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,,5,19.4,97.0,23.0,19.333333333333332,12,0.6363636363636364,451.0,6.113682179832232,Carson Kressley,489504.0,True
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,6.0,5.0,6.0,,6.0,5.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,17.0,17.0,18.0,21.0,21.0,19.0,0.0,0.0,0.0,0.0,,6,18.833333333333332,113.0,21.0,17.333333333333332,12,0.5454545454545454,920.0,6.825460036255307,Chaz Bono,42765.0,True
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,5.0,5.0,6.0,,6.0,8.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,9.0,7.0,8.0,,7.5,7.0,7.5,,7.5,7.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,16.0,21.0,21.0,21.0,22.0,24.0,22.0,22.0,0.0,0.0,,8,21.125,169.0,24.0,19.333333333333332,12,0.36363636363636365,2833.0,7.949444420250626,Nancy Grace,11481790.0,True
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,6.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,9.0,8.0,8.5,,8.5,8.5,8.5,,11.1666,10.6666,10.6666,,9.4444,9.4444,9.4444,,,,,,16.0,21.0,24.0,24.0,25.0,22.0,25.5,25.5,32.4998,28.333199999999998,,10,24.3833,243.833,32.4998,20.333333333333332,12,0.09090909090909091,1334.0,7.19668657083435,Rob Kardashian,17325260.0,True
William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3rd Place,3,8.0,8.0,8.0,,9.0,7.0,9.0,,9.0,9.0,10.0,,7.0,7.0,8.0,,10.0,9.0,10.0,,12.0,11.0,13.0,,9.0,8.5,9.0,,9.5,9.5,9.5,,9.5,9.5,10.0,,10.0,9.6666,10.0,,,,,,24.0,25.0,28.0,22.0,29.0,36.0,26.5,28.5,29.0,29.666600000000003,,10,27.76666,277.6666,36.0,25.666666666666668,12,0.18181818181818182,,,,,False
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,23.0,21.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,22.666666666666668,68.0,24.0,22.666666666666668,12,0.9090909090909091,,,,,False
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,8.0,7.0,8.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,23.0,23.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,22.75,91.0,24.0,23.333333333333332,12,0.8181818181818182,,,,,False
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,12.6666,11.6666,12.6666,,9.0,8.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,26.0,22.0,25.0,22.0,24.0,36.9998,25.5,0.0,0.0,0.0,,7,25.928542857142855,181.4998,36.9998,24.333333333333332,12,0.5454545454545454,1696.0,7.436617265234227,Jaleel White,682238.0,True
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,8.0,7.0,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,8.6666,9.6666,9.6666,,9.5,8.0,8.5,,9.5,9.0,9.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,23.0,26.0,25.0,26.0,26.0,27.9998,26.0,28.0,0.0,0.0,,8,25.999975,207.9998,28.0,24.666666666666668,12,0.45454545454545453,717.0,6.576469569048224,Roshon Fegan,21960899.0,True
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,10.0,10.0,10.0,,8.0,7.5,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.0,20.0,24.0,22.0,21.0,30.0,23.5,25.5,0.0,0.0,,8,23.25,186.0,30.0,21.333333333333332,12,0.36363636363636365,618.0,6.428105272684596,Melissa Gilbert,417692.0,True
Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,Eliminated Week 2,12,7.0,6.0,7.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,18.5,37.0,20.0,18.5,12,1.0,1741.0,7.462789157412448,Martina Navratilova,198092.0,True
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,8.0,9.0,,11.3333,11.3333,11.3333,,9.0,8.5,9.0,,9.5,9.0,9.0,,9.5,9.0,10.0,,10.0,9.6666,10.0,,,,,,21.0,24.0,26.0,27.0,27.0,33.9999,26.5,27.5,28.5,29.666600000000003,,10,27.11665,271.1665,33.9999,23.666666666666668,12,0.0,651.0,6.480044561926653,Donald Driver,1266505.0,True
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,7.0,,6.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.0,21.0,24.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,,5,21.4,107.0,24.0,21.666666666666668,12,0.7272727272727273,1213.0,7.101675971619444,Gavin DeGraw,7955359.0,True
Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,8.0,7.0,8.0,,7.0,5.0,7.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,23.0,19.0,24.0,20.0,22.0,24.0,0.0,0.0,0.0,0.0,,6,22.0,132.0,24.0,22.0,12,0.6363636363636364,1127.0,7.028201432058005,Gladys Knight,165909.0,True
Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2nd Place,2,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,13.3333,12.3333,13.3333,,9.5,8.5,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,,,,,26.0,26.0,29.0,24.0,29.0,38.9999,27.0,27.5,28.0,30.0,,10,28.54999,285.4999,38.9999,27.0,12,0.09090909090909091,1103.0,7.00669522683704,Katherine Jenkins,1833326.0,True
Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,7.0,7.0,7.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.3333,10.3333,10.3333,,10.0,9.0,9.5,,9.5,7.5,9.5,,10.0,9.5,10.0,,0.0,0.0,0.0,,,,,,21.0,25.0,27.0,26.0,27.0,29.999899999999997,28.5,26.5,29.5,0.0,,9,26.72221111111111,240.4999,29.999899999999997,24.333333333333332,12,0.2727272727272727,832.0,6.725033642166843,Maria Menounos,939956.0,True
Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,8.0,8.0,8.0,,8.5,8.5,8.5,,8.5,8.5,8.5,,10.0,9.5,10.0,10.0,9.5,9.25,9.5,,9.0,9.0,9.5,,11.1666,11.1666,11.1666,,9.5,10.0,9.7777,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,24.0,25.5,25.5,39.5,28.25,27.5,33.4998,29.2777,0.0,0.0,,8,29.1284375,233.0275,39.5,25.0,13,0.4166666666666667,229.0,5.438079308923196,Gilles Marini,21462703.0,True
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,7.5,7.5,7.5,,9.0,8.5,8.5,,8.5,8.5,8.5,,9.0,9.0,8.5,9.0,9.75,9.75,9.75,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,22.5,26.0,25.5,35.5,29.25,30.0,0.0,0.0,0.0,0.0,,6,28.125,168.75,35.5,24.666666666666668,13,0.5833333333333334,1982.0,7.592366128519796,Sabrina Bryan,3028912.0,True
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,6.5,6.0,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.5,7.5,7.5,7.5,8.75,8.75,8.75,,9.5,8.5,9.5,,9.3333,9.3333,9.3333,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,21.0,24.0,30.0,26.25,27.5,27.999899999999997,25.5,0.0,0.0,,8,25.1562375,201.2499,30.0,21.333333333333332,13,0.5,1656.0,7.4127640174265625,Kirstie Alley,327664.0,True
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,7.0,7.0,7.5,,7.5,7.0,7.5,,9.0,9.0,9.0,,9.0,9.5,9.5,9.5,8.5,8.5,8.75,,9.0,9.0,9.0,,12.0,12.0,12.0,,9.5,9.3333,9.5,,8.7777,9.3333,9.0,,9.6666,9.6666,9.7777,,,,,,21.5,22.0,27.0,37.5,25.75,27.0,36.0,28.3333,27.110999999999997,29.1109,,10,28.13052,281.3052,37.5,23.5,13,0.16666666666666666,891.0,6.79346613258001,Kelly Monaco,719429.0,True
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,7.5,7.0,7.5,,8.5,8.0,8.0,,9.0,8.0,8.5,,8.5,9.0,8.5,8.5,9.0,9.75,9.5,,10.0,10.0,10.0,,11.0,11.0,11.0,,9.7777,9.5,10.0,,9.3333,9.5,9.7777,,0.0,0.0,0.0,,,,,,22.0,24.5,25.5,34.5,28.25,30.0,33.0,29.2777,28.611,0.0,,9,28.404299999999996,255.63869999999997,34.5,24.0,13,0.3333333333333333,1828.0,7.511524648390866,Apolo Ohno,239012.0,True
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,8.0,8.5,8.0,,7.5,7.5,7.5,,8.5,8.0,8.5,,9.0,9.0,9.0,9.0,9.25,9.25,9.5,,8.5,8.5,9.5,,10.8333,11.8333,11.8333,,9.5,9.7777,9.7777,,9.0,9.0,9.0,,0.0,0.0,0.0,,,,,,24.5,22.5,25.0,36.0,28.0,26.5,34.4999,29.0554,27.0,0.0,,9,28.117255555555555,253.0553,36.0,24.0,13,0.25,2129.0,7.6638772587034705,Emmitt Smith,154857.0,True
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,8.0,6.5,7.5,,8.5,8.0,8.5,,9.0,8.0,9.5,,10.0,9.5,10.0,10.0,9.25,9.0,10.0,,9.5,8.5,10.0,,12.6666,12.6666,12.6666,,10.0,8.3333,9.5,,9.5,10.0,10.0,,9.6666,9.5,9.7777,,,,,,22.0,25.0,26.5,39.5,28.25,28.0,37.9998,27.8333,29.5,28.944300000000002,,10,29.35274,293.5274,39.5,24.5,13,0.08333333333333333,1859.0,7.528331766707247,Shawn Johnson East,19084452.0,True
Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,Eliminated Week 1,13,5.5,5.5,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,17.0,17.0,17.0,17.0,13,1.0,5730.0,8.653645314551737,Pamela Anderson,23035.0,True
Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,Eliminated Week 3,10,7.0,7.5,7.0,,8.0,7.5,7.5,,8.5,8.5,8.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.5,23.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,23.333333333333332,70.0,25.5,23.333333333333332,13,0.75,809.0,6.697034247666484,Hélio Castroneves,345352.0,True
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,6.5,7.0,7.0,,7.5,7.5,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,21.5,43.0,22.5,21.5,13,0.9166666666666666,951.0,6.858565034791365,Joey Fatone,1202691.0,True
Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,7.0,7.0,7.5,,7.5,7.5,7.5,,8.0,8.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.5,22.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,22.666666666666668,68.0,24.0,22.666666666666668,13,0.8333333333333334,328.0,5.796057750765372,Drew Lachey,2063909.0,True
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,6.5,6.5,6.5,,6.0,6.0,6.0,,7.5,7.5,7.5,,8.0,8.0,8.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.5,18.0,22.5,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,23.0,92.0,32.0,20.0,13,0.6666666666666666,1495.0,7.310550158534422,Bristol Palin,19134078.0,True
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,7.0,7.0,7.0,,8.0,8.0,7.5,,9.0,9.0,9.0,,9.0,9.0,9.5,9.5,9.25,9.5,9.5,,9.5,10.0,10.0,,13.3333,12.8333,12.8333,,10.0,10.0,10.0,,9.5,9.7777,9.5,,9.7777,9.7777,9.7777,,,,,,21.0,23.5,27.0,37.0,28.25,29.5,38.9999,30.0,28.7777,29.333099999999998,,10,29.33607,293.3607,38.9999,23.833333333333332,13,0.0,509.0,6.234410725718371,Melissa Rycroft,21876113.0,True
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,7.5,8.0,7.5,,8.0,9.0,8.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,,,,,20.0,20.0,21.0,23.0,21.0,23.0,25.0,24.0,25.5,0.0,,9,22.5,202.5,25.5,20.333333333333332,12,0.36363636363636365,218.0,5.389071729816501,Ingo Rademacher,3693103.0,True
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,8.6666,8.6666,8.6666,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.5,8.5,8.5,,10.0,10.0,10.0,,9.5,10.0,9.5,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,24.0,26.0,25.9998,26.0,29.0,25.5,30.0,29.0,27.5,30.0,,10,27.299979999999998,272.9998,30.0,25.333266666666663,12,0.09090909090909091,1585.0,7.368970402194793,Zendaya,28753159.0,True
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,7.0,7.0,7.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,18.0,36.0,21.0,18.0,12,1.0,389.0,5.966146739123692,Dorothy Hamill,434988.0,True
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.5,7.0,6.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,18.0,23.0,18.0,21.0,20.0,0.0,0.0,0.0,0.0,,6,19.666666666666668,118.0,23.0,19.666666666666668,12,0.6363636363636364,884.0,6.785587645007929,Victor Ortiz,13675852.0,True
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,8.5,9.0,8.5,,11.0,10.0,11.0,,9.0,9.5,9.5,,10.0,9.5,10.0,,9.5,9.5,10.0,,,,,,21.0,24.0,23.0,27.0,25.0,26.0,32.0,28.0,29.5,29.0,,10,26.45,264.5,32.0,22.666666666666668,12,0.2727272727272727,664.0,6.499787040655854,Aly Raisman,28138758.0,True
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,8.6666,8.6666,8.6666,,8.0,8.0,8.0,,9.0,8.0,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,8.5,9.0,8.5,,10.0,9.5,10.0,,9.3333,9.3333,9.3333,,,,,,20.0,23.0,25.9998,24.0,26.0,22.5,27.0,26.0,29.5,27.999899999999997,,10,25.19997,251.9997,29.5,22.99993333333333,12,0.18181818181818182,339.0,5.8289456176102075,Jacoby Jones,10957791.0,True
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,4.0,4.0,4.0,,5.0,5.0,6.0,,6.0,5.0,5.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,12.0,16.0,16.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,,5,16.6,83.0,21.0,14.666666666666666,12,0.7272727272727273,547.0,6.306275286948016,D. L. Hughley,524989.0,True
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,6.0,5.0,6.0,,7.0,6.0,7.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,7.0,7.5,7.0,,5.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,17.0,20.0,18.0,21.0,18.0,21.5,17.0,0.0,0.0,0.0,,7,18.928571428571427,132.5,21.5,18.333333333333332,12,0.5454545454545454,2345.0,7.76046702921342,Andy Dick,641959.0,True
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,17.0,51.0,18.0,17.0,12,0.9090909090909091,698.0,6.54965074223381,Wynonna Judd,782522.0,True
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,9.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.5,9.5,9.0,,9.0,10.0,10.0,,9.5,8.0,10.0,,9.5,10.0,9.5,,10.0,10.0,10.0,,,,,,21.0,26.0,25.0,26.0,27.0,27.0,29.0,27.5,29.0,30.0,,10,26.75,267.5,30.0,24.0,12,0.0,3238.0,8.08301991917133,Kellie Pickler,3859453.0,True
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,18.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,18.75,75.0,21.0,19.0,12,0.8181818181818182,0.0,0.0,Lisa Vanderpump,38789274.0,True
